"Screen name","Full name",Location,Followers,Friends,Created,Tweets,"Last tweet",Bio,URL,"% tweets w/ URLs","% retweets in timeline","% tweets w @contacts","Social Authority","Follows @JackTreseler","@JackTreseler follows"
ivy_lee_wilson,"Miss Ivy Lee Wilson","London, UK",363,22,"24 Apr 2010 09:58:19","4,524","07 Aug 2016 19:21:19","20 Something. Real Life Peggy Olson. Trainee Recruitment Consultant -Marketing Automation - Blogger. Writer. Cats+Yoga+Country. My favorite position is CEO! L.C",http://ivy-lee-wilson.tumblr.com,0,0,0,50.5,,
floodmary,"Mary Dhonau",Worcester,"2,871","1,987","02 Feb 2011 15:48:12","12,923","09 Aug 2016 21:54:16","Passionate Flood Resilience Campaigner. I've been flooded & survived. CEO of https://t.co/3ZVwIxXW4t & Chair of Flood Protection Group @PCA",http://www.marydhonau.co.uk,41,45,12.5,50.5,,
Abeer_Musleh,"Abeer Musleh",Muscat-Oman,"1,432",283,"30 Mar 2014 20:06:53","22,839","02 Aug 2016 04:12:26","SQU/CEPS | Palestinian-طولكرم , born and raised in Oman. | I might be your CEO someday ✨",,0,0,0,50.5,,
ds_horowitz,"David Horowitz","Washington, DC","1,812","4,028","29 Dec 2014 19:58:17",839,"29 Jul 2016 14:48:01","Co-Founder and CEO of @RetriumHQ -- making #agile #retrospectives easy and effective. Father of two, family man at heart.",http://www.retrium.com,0,0,0,50.5,,
HRInfosphere,"Pohlmann, Klaus","Alsdorf, Nordrhein-Westfalen",563,310,"01 Feb 2016 13:05:42","1,780","02 Aug 2016 16:51:41","father of two grown ups, skiing, hiking, literature & philosophy; People & HR; CEO @VEDAGmbH German / English",http://veda.net,0,0,0,50.5,,
VStyleRecords_,VStyleRecords,,"1,819","1,551","28 Apr 2016 16:40:13","1,118","04 Aug 2016 14:19:45","Versatile Style Records internet label/Support Group IG-VStyleRecords CEO @Blissinyaears",,0,0,0,50.5,,
PaulatImpakt,"Paul Klein",Toronto,"2,937","2,070","09 Feb 2009 22:17:04","7,222","12 Aug 2016 23:28:20","Founder & CEO of @Impaktcorp and Founder of @HireUpYouth, social entrepreneur, cyclist, journalist and guitar player",http://www.impaktcorp.com,36.5,48.5,27,50.5,,
memymonicalink,"Monica Link","New York City","3,442","2,855","15 Mar 2009 19:15:48","8,017","09 Aug 2016 05:50:23","#Tech #Fashion Editor | Writer @commobserver @NYCWired @realsnobbydiva 4000+ Published #Startup CEO #Speaker #Stage I live by faith! MLink@NewYorkCityWired.com",http://www.NewYorkCityWired.com,57,19.5,10,50.5,,
RichardMBrooks,"Richard Brooks","Europe and USA","12,009","10,144","03 Apr 2009 23:10:08","7,543","09 Aug 2016 21:53:49","CEO of https://t.co/6nUj11TWp6, golfer, runner, speaker, Cranfield MBA, Director of https://t.co/jP7oy4GbHr and advocate of the language industry. ESFJ.",http://www.k-international.com,24,54,16.5,50.5,,
c_eldridge,"Chris Eldridge",Marlow,"4,480",685,"24 Apr 2009 21:59:52","1,166","20 Jul 2016 07:55:05","CEO of InterQuest Group, interested in all aspects of technology, digital, data, analytics, telco, infosec, change & most gadgets...",http://www.interquestgroup.com,38,49,6.5,50.5,,
JaySmooth2k12,Jay,"Views From The 580","1,610",838,"04 Aug 2009 15:27:13","30,326","12 Aug 2016 04:14:38","Psalms 27:1 #RiPTre Snap • jaysmooth2k12 {#FVO} ☄CLINTON OK☄Ratchet Activity Inc.™ CEO",,0,0,0,50.5,,
Lararouyres,"Lara Rouyres",PARIS,"2,983",639,"12 Oct 2009 11:37:19","1,119","31 Jul 2016 13:45:56","Founder & CEO @selectionnist - @dealissime // Member Conseil National du Numérique @CNNum // Partner @ 50Partners @partechventure -Board Member / Business Angel",http://www.selectionnist.com,14.5,73,6.5,50.5,,
Brainings,"Karen Prats",Barcelona,"2,233","2,264","28 Feb 2010 18:45:38","2,691","12 Aug 2016 10:45:58","I absolutly believe in people and that things always happen for a reason. Co-founder & CEO @PopPlaces_es #sharingeconomy #smartretail @SmartRetailHub",http://www.popplaces.com,0,0,0,50.5,,
__OfficialNICK,"#RIP Lyric & Chels❤️",,"6,260","2,151","27 Dec 2011 17:07:54","21,489","12 Aug 2016 07:50:59","CEO of RB™",https://m.soundcloud.com/official_nick1/kahlyfe-anthem,37.7,39.2,3.5,50.5,,
jasonweingarten,"Jason Weingarten",Chicago,776,148,"17 Mar 2012 15:06:19","5,763","04 Aug 2016 15:40:31","Co-founder and CEO of @Yello. Everything I do is always business and pleasure. I eat at noon, please #respectmylunch. In case anyone asks, Jason likes salad.",https://yello.co,0,0,0,50.5,,
TheQueenLauren,"Lala Banks",,"2,317","2,098","14 Jul 2013 03:46:25","3,279","08 Aug 2016 20:12:38","Radio Personality...CEO of Spoiled Rotten LLC...Stylist.Model.Fashionista.Trainer/gobigorgohome FOLLOW me on Instagram @yourfavbabie #BayArea#LA#NYC#Miami",,25.5,33,0.5,50.5,,
CeoNewby,"IG: Ceonewby","Atlanta, Ga","6,138","4,278","30 Apr 2009 16:05:07","10,186","14 Aug 2016 07:40:29","Newby is THE Ceo: Manager for @itsflyguyboiii @1coolamerika & @Buddahbless_ #FoolyGang#AMG#Millions&Billions CEONEWBY@GMAIL.COM",http://www.comingsoon.com,9.5,65.8,22.6,50.7,,
mlehtiniitty,"Markus Lehtiniitty","Helsinki, Finland",486,259,"20 May 2009 15:21:37","10,050","11 Aug 2016 17:37:25","Editor-in-chief @MobiiliFi. Founder and CEO @OikeeFi. Previously co-founder @Puhelinvertailu.",,0,0,0,50.5,,
ErdleyWright,"Erdley Wright","New York, NY",456,0,"25 Jul 2009 10:08:18","5,734","11 Aug 2016 15:09:57","CEO & Founder, https://t.co/IyYqTrJ3Dz @NYC_Business_IT #WrightBusinessIT #WrightBizIT | Advisor/Mentor, https://t.co/EGaOtW6Vuk @PerScholas #PerScholas",http://www.WrightBusinessIT.com,0,0,0,50.5,,
antoniogasso,"Antonio Gassó",,"1,511",594,"01 Jan 2011 16:12:03","1,052","03 Aug 2016 17:30:36","CEO de GAES y amante del deporte y la aventura. https://t.co/BLEC2tFvYt",http://www.xn--persiguetussueos-kub.com,0,0,0,50.5,,
VIP_ENT_CEO,The_Gentile_Truth,"Jacksonville, FL, VA","1,586",481,"02 Mar 2011 06:32:37","48,639","12 Aug 2016 16:18:41","Founder @V.Improved.P.Ent. Born N Raised In Jax FL/VA.CEO/GospelHopHipArtist/Director/Promoter/Artist/Designer/Producer/ #VIP #GNATION Veryimproved14@gmail.com",http://www.Veryimproved14.wix.com/teamvip777,0,0,0,50.4,,
gilfink,"Gil Fink",,754,522,"14 Apr 2011 05:40:21","5,220","28 Jul 2016 07:19:26","Hardcore web developer, @sparXys CEO, speaker, husband, dad and a geek",http://www.gilfink.net,0,0,0,50.5,,
DylanSaenz15,Dyl.,"San Marcos, TX",750,610,"23 Jun 2011 19:00:39","15,706","22 Jul 2016 07:23:50","Dylan Saenz, CEO of BTD. Aspiring Lawyer. #TXST",,0,0,0,50.5,,
JoAnn_Jenkins,"JoAnn Jenkins",,"6,690",885,"21 Jul 2011 13:50:39","2,113","09 Aug 2016 01:55:21","CEO, AARP. Maximizing the mission of AARP and helping people 50+ turn their goals and dreams into real possibilities. #DisruptAging",http://www.aarp.org/,73,8.5,6,50.5,,
AlexLaz99,7,"ALWAYS HERE",331,496,"30 May 2012 11:12:07","65,216","15 Aug 2016 05:54:32","YA's | CEO JUNG | YOONSIC | ALWAYS WITH 9 | SOOJUNG | SeulRene | MUFC | Yankees | Team7 | Naruhina \ㅇㅅ ㅇ/",,0,0,0,51.8,,
ARafael_Santos,"Rafael dos Santos",London,"5,180",582,"15 Mar 2013 17:22:39","5,525","15 Aug 2016 15:49:18","Multi-award winning entrepreneur. Author. CEO @mihublondon - Sunday Times 'Top 100 Most Inspiring Entrepreneurs in the UK - TED Speaker",http://www.rafaeldossantos.com,65.5,24,75.5,52.5,,
1400montana,"Team 14OO CEO ⛽","ina Club Throwin Money On Hoes","2,564","1,040","05 May 2013 16:43:12","4,228","03 Aug 2016 18:19:37","FOUNDER OF Team1400 ENT | for features in bookings serious inquiries contact: [youngmontana912@gmail.com] (LongLiveMyGuyz) CLICK LINK BELOW",https://youtu.be/H6bxaoRwuag,26,31,19,50.5,,
CaserOWoo,CaserO,Villarrobledo-Londres,"1,041",257,"12 Jul 2013 16:19:53","10,069","09 Aug 2016 18:08:40","#Taekwondo Siempre! 19. CEO & Founder @Gamma_org & @EvilClubEU Ps4 id: CaserOWoo Sponsor: @kamisecta",http://www.youtube.com/user/yeofte,0,0,0,50.5,,
HenryMcFardlen,"Henry McFarlden","Edinburgh, Scotland","2,518","1,971","14 Aug 2015 17:28:53",875,"09 Aug 2016 14:31:47","CEO at Invexcalibur. Husband and proud dad. Ex-football player. #investment, #PR, #marketing, beer & food apreciatior.",,0,100,0,50.5,,
tobyberesford,"Toby Beresford","London, UK","2,385","1,467","13 Apr 2007 15:47:25","7,033","02 Aug 2016 14:50:17","Rise Founder & CEO https://t.co/aioYo1pEoU #mediatech #successtracking #gamification #smm #influencermarketing",http://www.rise.global/player/93050/playing,82.5,9,47.5,50.5,,
NITTIBEATZ,"NITTI BEATZ","Atlanta, GA","35,870","2,697","02 Dec 2008 06:11:41","50,939","14 Aug 2016 17:08:36","GRAMMY NOMINATED PRODUCER , PRESIDENT OF ATLANTA - CEO / Thinker.... Contact: NITTIBIZ@GMAIL.COM - Available on iTunes Now, DAE DAE - WAT U MEAN (Aye, Aye, Aye)",http://flyt.it/DDWatUMeaniTunes,100,0,0,50.5,,
alexadelman,"Alex Adelman","New York, NY","2,945","1,885","03 Feb 2010 07:35:13","5,159","15 Aug 2016 22:01:28","Builder. Adventurer. CEO/Co-Founder of @Cosmic_Cart. Always happy to help.",,35,0,45.5,50.6,,
_DrizzyMontana,"Big Drizzy","DC | MARYLAND | VIRGINIA","3,165","2,228","05 Aug 2010 04:16:51","127,924","10 Aug 2016 20:44:08","CEO & manager of @PlaygroundPGE @L1ZZLE lizzlebooking@gmail.com | Virginia Union University Alumni | Business: dreta2008@yahoo.com #PlaygroundEnt",http://livemixtap.es/t28,13.6,71.7,2.5,50.5,,
RoyBeck_NUSA,"Roy Beck",,"3,056",221,"04 Oct 2012 17:41:27","2,683","10 Aug 2016 17:25:07","Founder & CEO of NumbersUSA",http://www.numbersusa.org,48.5,11.5,1.5,50.5,,
JoshuaUwadiae,"Joshua Uwadiae",London,"1,354","1,460","16 Nov 2013 22:33:00","4,024","31 Jul 2016 01:22:20","CEO @WeGymapp | #Apprenticeship Champion",http://wegym.co.uk/download,0,0,0,50.5,,
DjLordDash,"Lord Dash","Accra - Ghana / West Africa","1,654",764,"11 Jun 2014 18:19:33","11,142","31 Jul 2016 10:25:58","CEO of @LORD_DASH_PRO x @Mp3Promo_ Street Music Promoter| Dj [Official @Balljbeat Promoter] Sound System | Call +233277797475 djlorddash@gmail.com #TeamJesus.",http://www.lorddashgh.blogspot.com,0,0,0,50.5,,
lifeinapile,"#JustCandice | CEO","NY | DC | ATL","1,525","1,154","14 Jul 2014 01:50:16","8,534","12 Aug 2016 22:26:38","God's favorite | Journalist | Photographer | HU Alum | Contributor @EliteDaily x @xoNecole | A3C editorial team | Interview inquiries interviews@lifeinapile.com",http://lifeinapile.com,0,0,0,50.5,,
ChuckSmith,"Chuck Smith",Berlin-Mitte,"1,822",473,"08 May 2007 14:11:33","8,152","15 Jul 2016 05:18:38","Founder/CEO of Ludisto (iOS: What the Shell), Duolingo Esperanto course creator, Computerspielemuseum tour guide, Esperanto Wikipedia Founder",http://www.chucksmith.de/,0,0,0,50.4,,
CrzyCreoleMommy,TheCrazyCreoleMommy,"Here. There. Everywhere","2,773","2,650","22 Aug 2008 21:02:31","29,932","10 Aug 2016 02:05:16","Blogger. Health Advocate. Nerd. Colitis Survivor. Coffee Drinker. Visionary. Creator of The Crazy Creole Mommy Chronicles. CEO of Crazy Creole Mommy Life Inc.",http://www.crazycreolemommy.com,37.9,37.4,7.1,50.4,,
sumjain,"Sumit Jain",Bangalore,"5,885",295,"01 Mar 2009 04:46:36","2,105","01 Aug 2016 04:51:00","Co-Founder & CEO, @commonfloor. Entrepreneur, Startups, Business, Real Estate. Party Lover, Optimistic & Generally Happy :) Nothing much official about it.",http://www.commonfloor.com,26.5,43.5,18,50.4,,
TheGregHarris,"Greg Harris","Kansas for now","4,712","3,687","09 Mar 2009 22:23:35","15,042","08 Aug 2016 22:40:42","CEO of 4 Companies,Real Estate Entrepreneur, Trader,Analyst, Venture Capital, Big Data,Coach, Speaker, Published Writer. Sell me a property! (800) 494-9649",,90.5,1.5,6,50.4,,
navarrowwright,"navarrow wright",,"3,840",862,"16 Mar 2009 19:38:41","10,217","10 Aug 2016 16:58:39","Servant of God, CEO maxlevsolutions,Technology Advocate,Entrepreneur, co-founder http://Globalgrind.com, featured in Black in America4 http://navarrowwright.com",http://Navarrowwright.com,74,18,11.5,50.4,,
sunheeyoon,"SunHee Yoon","Menlo Park, CA","2,809",941,"19 May 2009 06:38:02","26,596","14 Aug 2016 09:51:36","Founder & CEO @LookAllure, Former Research staff @Stanford, Ph.D. in Computer Science @USC. http://t.co/oLmmdnaozz",http://www.lookallure.com/,16,77.5,2,50.5,,
kosukekurokawa_,k.k,"Shibuya,Tokyo",503,290,"07 Oct 2009 09:17:28","9,998","15 Aug 2016 10:30:33","Nobollel CEO",,0,0,0,50.4,,
AbdoElFavorito,"عبده مرعي","Abu Dhabi",679,718,"17 Dec 2010 22:13:32","18,954","15 Aug 2016 16:00:44","Venezuelan-Lebanese, Futuro Medico, Cantante y Compositor Urbano - CEO Young Abu Dhabi Record - Jordan Boy",,0,0,0,50.4,,
CarlosJOchoaFer,"Carlos J. Ochoa Fer","Madrid (Spain)","1,476","2,290","01 Feb 2011 15:26:34","9,764","11 Aug 2016 14:10:24","Twits & Shout: Engineer & Entrepreneur. Founder and Ceo at ONE & Smart Education Labs. VR & AR Inspiration, Innovation, Intuition, Passion & Creativity.",http://about.me/carlosjochoafernandez,0,0,0,50.4,,
Mavco3,"Jamie Hamilton",,561,399,"13 Jul 2012 01:50:39","10,774","13 Aug 2016 00:53:18","CEO of Home Loan Insurance and Home Loan State Bank, proud supporter of CMU and Chair of JUCO Baseball World Series",,0,0,0,50.5,,
trbganita1461,"AHMETT⚓️","Kdz.Ereğli/Trabzon","1,284",609,"15 Nov 2014 20:14:39","1,317","01 Jan 1970 00:00:00","Keyfimin CEO'suyum.",,9.5,19,1,50.4,,
jjudge,"Jeff Judge","Chicago, IL, US","2,158",896,"14 Nov 2006 05:21:21","10,576","10 Aug 2016 17:10:58","Founder, CEO of @Bright_io (@Techstars Chicago 2016). Married to @ejudge. Dad of four. Excited to learn, help people, ride bikes, and find good espresso.",http://jeffjudge.com,0,0,0,50.4,,
TheKempire,K.E.M.P.,NYC,"6,849",312,"21 Mar 2009 23:20:08","196,884","10 Aug 2016 14:43:01","President & CEO, KEMPIRE MEDIA GROUP | Blog: @KempireDaily | Radio: @KempireRadio",http://kempiredaily.com,79,8,6.5,50.4,,
TheOriginalTKO,"TK The Great","London, England","26,021",844,"01 Jun 2009 00:39:01","87,059","15 Aug 2016 22:24:53","Host of TK's Take on @PodBeam and Founder & CEO of @Hodge_Ink_INC",http://www.facbook.com/HodgeInkInc,6.5,7.5,67,50.5,,
RickiRich,"Rick Moore","Tallahassee, Fl","3,942","3,968","06 Jul 2009 23:14:44","132,459","16 Aug 2016 00:56:50","Fashion Lord || CEO graphic artist, photographer and visionary of #CloudCityClothing #SavageTour @Flytocloudcity | IG = RickiRich1 #Famu alumini #LakerNation",http://www.flytocloudcity.com,10.1,62.3,8.5,50.5,,
EricPierrel,"Eric Pierrel","Grenoble - France",865,451,"07 Aug 2009 17:05:39","2,136","21 Jul 2016 19:31:20","CEO @ItrisAutomation - @Grenoble_EM alumni - VP @Minalogic - Co-founder @TheStartupMaker - Proud contributor to @DigitalGrenoble @FailConGrenoble @FRdigitale",,0,0,0,50.4,,
theroyaltiz,"EL BARON ®","CAY - South America - Amazonie",914,166,"08 Oct 2010 01:40:17","42,226","09 Aug 2016 14:05:30","Recording Artist / CEO - Webmaster / Semi-Pro PaintBall Player / Semi-Pro #XboxOne E-Sport Player : #Overwatch / #RocketLeague ~ Contact : Th3royaltiz@gmail.com",https://www.facebook.com/pages/El-BaRoN/116054961781297?ref=hl,0,0,0,50.4,,
YannBigay,"Yann Bigay",Paris,"1,331",426,"08 Feb 2011 18:51:38","2,990","09 Jul 2016 10:32:31","Don't hate the player, hate the game. CEO @Panamaera | MGMT @Thisismailan @BLV_Fr @JimBauer @antpablos @Dtweezer | Ex Universal Music France & @onandonrecords",http://www.panamaera.fr/,0,0,0,50.4,,
DaughertyMJ,"Michael J Daugherty",TheDevilInsideTheBeltway.com,"13,981","10,255","27 Jun 2012 23:48:22","14,422","15 Aug 2016 15:34:32","CEO #LabMD, Speaker, Advocate, Govt Corruption Fighter, Author: 'The Devil Inside the Beltway' - #privacy #cybersec #umich #tennis #screenwriting #creator",http://MichaelJDaugherty.com,31.5,53,17.5,49.9,,
cortechs_ab,"Áine Behan",Dublin/Tipp,"1,541","1,670","13 Nov 2013 16:20:57","3,355","09 Aug 2016 20:38:44","CEO. Neuroscientist. Lecturer (or avid talker), PhD head. Social butterfly. Interested in tech to create a resilient and happy mind. Check out @focusmadefun!",http://www.cortechs.ie,0,0,0,50.4,,
BatmanVaPromotr,"BATMAN VA PROMOTER","wherever the #work takes me..","11,729","5,208","20 Aug 2008 04:45:02","128,436","12 Aug 2016 20:56:29","Ceo/Founder @DARKNIGHTENT - #DefJamRecords Marketing/Promotions Rep - #HipHopCaucus Coordinator VA - For Inquiries : Batman2k2d@gmail.com",http://youtu.be/5PTzxNq781M,29.1,52.3,5.5,50.4,,
superjuliebraun,"Super Julie Braun","Seattle, WA USA","1,629","1,520","19 Aug 2009 04:33:17","3,525","12 Aug 2016 02:55:07","Founder and CEO of https://t.co/4naYzWYDFi!",http://www.SuperInterns.com,0,0,0,50.4,,
BruMorais7,"MC KPTAO®","Leiden, Nederland","2,043","2,030","02 Sep 2009 19:08:32","141,653","10 Aug 2016 11:02:49","Captain,@arminvanbuuren fan-Followed by @PAULVANDYK-Owner of @ArminvbuurenBR followed by Armin-talking trash-PALMEIRAS-REAL MADRID-Co-Founder and CEO of @asotbr",https://twitter.com/BruMorais7/status/568747433074794496,0,0,0,50.4,,
sanodg,"Nobuyoshi Sano","Tokyo, Japan","7,564",64,"06 Oct 2009 22:32:31","4,248","12 Aug 2016 04:33:01","DETUNE Ltd. CEO / Composer, Director of I am synth/sampler, KORG iDS-10, DSN-12, M01D, DS-10...",http://www.facebook.com/nobuyoshisano,68.5,6,12.5,50.4,,
Kansas_743,Kristi,"in the heartland",629,"2,000","16 Mar 2010 21:16:56","19,634","15 Aug 2016 16:57:52","A Global Citizen & CEO of an SME which provides in-home health care services to the elderly & disabled who are eligible for MEDICAID benefits.",,0,0,0,50.2,,
BarryJGough,"Barry Gough",Oxfordshire,"47,648","33,865","12 Aug 2010 16:16:42","1,512","07 Aug 2016 17:46:44","CEO at Memento Exclusives we sell a unique range of quality sports memorabilia. Happy husband and dad to two cheeky monkeys. ex F1 mechanic.",http://www.mementoexclusives.com,23.1,69.8,9.5,50.4,,
WilliamTCooper,"William T Cooper","The Woodlands, Texas","55,564","55,118","01 Oct 2010 15:35:44",18,"31 Jul 2016 17:55:42","CEO of ChristiaNet with 2,000,000 Facebook Fans & 20,000 Executive LinkedIn Connections.",http://www.christianet.com,53.3,0,6.7,50.1,,
essamgouda97,Gouda.,Malaysia,553,250,"02 Aug 2011 15:45:54","13,893","11 Aug 2016 00:03:01","I am the CEO, bitch. #unmc",,0,0,0,50.4,,
loveretail,"DJ Brisebois-RCC","Across Canada","2,075","1,049","08 Apr 2009 17:51:13","6,533","09 Aug 2016 20:00:37","President/CEO of RCC.Passionate about retail & this great industry.Unapologetic about promoting merchants & their role in our economic wellbeing! #RETAILMATTERS",http://retailcouncil.org,0,0,0,50.4,,
_cocaSB,"celio nunes","Santa Catarina, Brasil","2,689",149,"04 Aug 2009 16:41:17","82,215","12 Aug 2016 20:27:45","ADM - Movie Maker - CEO Anarchy Gaming e-Sports TEAM",http://Instagram.com/celiococa,20,6,19,50.4,,
_StartUpIndia,"StartUp India",India,"3,274",361,"11 Aug 2009 07:51:18","7,715","31 Jul 2016 16:55:21","Dreaming @_digitalIndia @_StartUpIndia #StandUpIndia . #India will change by #Evangelist #Technologist #CEOs of #India",http://twitter.com/_StartUpIndia,28.6,51.8,15.1,50.4,,
jptricoire,"Jean-Pascal Tricoire",,"3,124",287,"21 May 2010 11:54:16",256,"13 Jul 2016 19:03:35","Chairman & CEO @SchneiderElec We invent technologies that transform the places where we live, work and play - empowering people to do more with less.",http://www.Schneider-Electric.com,51,40.8,3.1,50.4,,
Julianus_Soter,"Julianus Soter",Placid,658,436,"27 Aug 2010 04:46:30","18,821","10 Aug 2016 12:24:33","Founder/CEO of Moira. Corporation.",http://villoreaccords.wordpress.com,0,0,0,50.4,,
MohamedBkhet,"مَـوْلانــَا",Egypt,"2,257",321,"07 Feb 2011 04:00:24","33,949","29 Jul 2016 19:08:25","CEO @PixelBranding اراء عيلتي لا تمثلني . آرائي تمثلني فقط ! ، #FuckIkhwan #FuckScaf",http://www.PixelEg.com,30,9.5,39.5,50.4,,
_thatniggakwan,headass,"hyperbolic time chamber","1,334",772,"07 Feb 2012 19:50:01","71,372","16 Aug 2016 03:03:26","CEO & Founder of Nutty Boyz Ent.",http://killa-kwan.tumblr.com,0,0,0,50.8,,
kmiller15atm,MillerTime,,"1,519","1,851","02 Jul 2012 09:18:49","22,545","25 Jul 2016 11:19:04","#MFFL #ATM CEO of #NastyNiggazENT #ImNotAthletic",,0,0,0,50.4,,
MiikaMakitalo,"Miika Mäkitalo",Finland,901,457,"17 Aug 2012 18:21:35","2,199","10 Aug 2016 22:00:07","M-Files CEO who is interested in business, technology and science, and loves to read, run and travel.",http://fi.linkedin.com/in/miikamakitalo,0,0,0,50.7,,
pmcgktr,PJ,"Northern Ireland, UK","1,063",205,"26 Jun 2009 17:04:42","71,211","18 Jul 2016 08:18:36","19 | CEO of the houmous appreciation society",http://snapchat.com/add/pjmcgarrity,0,0,0,50.4,,
Monch7,"Maja Jiménez Valero","Siguiendo el camino amarillo","1,225","1,303","31 Jan 2010 03:01:58","26,925","02 Aug 2016 15:12:42","CEO Di.CC-SMM-Political Consultant at CD-La risa siempre-Half menonita-Palomitas con cheez whiz-Entusiasta del cuchareo-Escritora",http://maja7.blogspot.es/,0,0,0,50.4,,
MasaCotizze_X5,"☇' мαsα мεðιηα",,"1,683","1,038","26 Mar 2010 12:19:09","47,910","15 Jul 2016 08:15:31","▫️Deejay ▪️Graphic Designer ▫️CEO De La Paka Record's ▪️Dj Of Cool Bar (Ave.Venezuela), Montana Drink",,0,0,0,50.4,,
shecallsmeMJ,"APRIL 15th","Maryland, USA","2,013",767,"11 Jan 2011 10:08:10","273,264","01 Jan 1970 00:00:00","CEO of Loyal Finesse Promotions #LoyalFinesse ~ Instagram: iamJaeDuckets - SC: shecallsmeMj ~ https://t.co/R4FrkbYwIt",,2,35.5,19,50.4,,
Kassaga4UG,"Kassaga Arinaitwe","Kampala, Uganda","1,310","1,173","04 May 2011 14:47:48","4,317","05 Aug 2016 15:12:37","Co-founder & CEO @TEACH4UG | Global Fellow @Acumen | @AspenNewVoices Fellow | @ghcorps Alum | Inclusive Education Advocate |#Africa isn't poor. Just mismanaged.",http://teachforuganda.org,0,0,0,50.4,,
riccardostillav,"Riky stillavato","Ceo c/o Promostudio360",892,"1,914","09 Mar 2012 17:51:51","6,293","14 Aug 2016 15:01:08","Nella vita nulla è dovuto, il lavoro, l'amore etc.Ho imparato a guadagnare il rispetto delle persone e a regalare sorrisi..have a nice day people!!!",http://www.promostudio360.it,0,0,0,50.4,,
HChristinaR,"Christina Ryan",Canberra,"2,154","2,252","22 Nov 2012 06:14:49","14,092","03 Aug 2016 07:06:41","CEO: Advocacy for Inclusion / Disability Rights Law Centre. Human rights & disability activist, feminist. NFP mgt & governance specialist",http://www.advocacyforinclusion.org,0,0,0,50.4,,
SCP21,"Steven C. Phillips","Flushing, Michigan","2,880","1,875","04 Aug 2008 13:54:43","24,037","11 Aug 2016 23:37:56","Co-Creator @GeekCastRadio CEO @AlteredGeek | Transmedia Producer Inquiries: steve@alteredgeek.com https://t.co/spLG0D6IvB https://t.co/picmR3aXNy",https://www.stevencphillips.net,25.1,37.2,27.6,50.4,,
Anna0Louise,AnnaLouiseGilhooley,"Manchester and London","2,680","1,461","01 May 2009 09:17:48","6,899","29 Jul 2016 11:49:27","Biz Consultant at Farjo Hair Institute; Founder & CEO of @DFSManchester Charity; Owner @STYLE_etc & I love my job as Auntie Anna",,30.5,41,16,50.4,,
shaicohen1,"Shai Cohen",,"2,319","2,086","14 Jun 2009 15:48:20","1,528","07 Aug 2016 15:28:04","High tech entrepreneur, executive & advisor | Founder prompt.li, fmr Founder & CEO MY4t, VP Cloud/SaaS/Products… | #Startups #Business #Tech #Strategy et al",http://prompt.li,99.5,0.5,1,50.4,,
belovedbonett10,BONE-A,"Walking With Christ","3,890",598,"22 Aug 2010 01:55:34","15,931","03 Aug 2016 04:33:41","CEO of Team 0 Entertainment ~ Bookings | Beats | Features: bonettjr32@gmail.com",https://www.facebook.com/belovedbonett10/,29,44,11,50.4,,
FlorianCompain,"Florian Compain",Paris,"1,517",438,"15 Nov 2011 20:52:03","8,802","29 Jul 2016 09:17:22","Inbound Marketing Strategist chez @aressy_experts & CEO @ SweetLife #InboundMarketing #ContentMarketing #MarketingAutomation #GrowthHacking #B2B #BtoB",http://www.sweetlife.fr,0,0,0,50.4,,
Michaelhueitt25,"Michael Hueitt, Jr","middle eastern palace","1,681",846,"22 Mar 2012 00:03:42","27,283","12 Aug 2016 13:23:31","Varsity Basketball. Class Of 2017. Cheat Codes is my nickname. Young CEO Movement.Young Jcrawford. 910",,0,0,0,50.4,,
TRMProduction_S,"Dominique Davidson","Beloit, WI","15,223","11,322","29 Jan 2013 07:05:57","26,025","06 Aug 2016 18:51:09","CEO #TRMProductions Rapper//Emcee Rest In Beatz RansomBeatz Contact//Booking info: email therealdomo78@gmail.com",https://m.soundcloud.com/user-923592375,18.5,30,8,50.4,,
jhaynie,"Jeff Haynie","Mountain View, CA","6,765","1,587","31 Jan 2007 23:48:32","10,043","10 Aug 2016 02:37:32","co-founder and ceo of @appcelerator - now part of @axway, angel investor, open source developer",http://medium.com/@jhaynie,27.5,22.5,24,50.4,,
Koann,Koann,"San Francisco","8,441","1,997","23 Oct 2008 20:37:49","21,476","06 Aug 2016 18:07:55","Founder, CEO, http://SustainableBrands.com: Helping brands (and people!) prosper by leading the way to a flourishing future. The flowers are from my garden",http://www.sustainablebrands.com,51,46,1,50.4,,
GRIFF24SEVEN,"Robert Griffith",California,"2,737",230,"03 Jun 2009 06:46:16","1,262","06 Aug 2016 14:02:29","Retired NFL ALL PRO Safety, President/CEO of Matador Enterprises Inc., Health/Fitness, insomniac and future author.",,34.5,43,14,50.4,,
PurpleHeartMark,"R.I.P. Lauren","Gullah Gullah Island","2,370","1,915","04 Jan 2010 06:23:49","91,832","07 Aug 2016 17:29:20","Ceo of @RetroArtistry (Producer/Mogul In The Making) For all business inquires retroartistryproductions@gmail.com",http://ln.is/livemixtapes.com/OgOUn,5.5,42,6.5,50.4,,
